Citation number,Citation instance,Article,Ground truth,Dataset version,WMF claim text,WMF source URL,WMF provenance
1,1,https://en.wikipedia.org/w/index.php?title=Ihimba_Hot_Springs&oldid=1327240098,Partially supported,v3,"The Ihimba Hot Springs are situated on kabiulil-Katuna Road, approximately 8 kilometres (5.0 mi), south of Kabiulil.",https://kabale.go.ug/tourism/ihimba-hot-springs/,human-annotation:source-verification-2026-04-25
14,1,https://en.wikipedia.org/w/index.php?title=North_Carolina_Republican_Party&oldid=1325110517,Partially supported,v3,"From 1968 through 2004, the majority of North Carolina voters supported Republicans in every presidential election, except 1976, when favorite son Democrat Jimmy Carter was elected from Georgia.When they re-entered the political system, African Americans shifted their alliance from the Republican to the Democratic Party, which had national leaders who had supported the civil rights effort and legislation enforcing their constitutional rights as citizens.",https://blogs.cornell.edu/policyreview/2012/06/12/hyper-partisan-sorting-in-the-american-electorate-1976-2008/,human-annotation:source-verification-2026-04-25
53,1,https://en.wikipedia.org/w/index.php?title=Microsoft_OneNote&oldid=1330273497,Not supported,v3,"As of December 2025, OneNote had more than 500M+ downloads on Google PlayStore.",https://play.google.com/store/apps/details?id=com.microsoft.office.onenote&hl=en,human-annotation:source-verification-2026-04-25
15,1,https://en.wikipedia.org/w/index.php?title=Confederation_Mall&oldid=1326428281,Partially supported,v3,Route 22 Confederation/City Centre (this route operates as needed during peak hours only and is not a full-service route).,https://saskatoontransit.ca/plan-my-trip/routes-schedules,human-annotation:source-verification-2026-04-25
57,1,https://en.wikipedia.org/w/index.php?title=Ubermorgen&oldid=1326548016,Not supported,v3,"Some mentionable connections and collaborations from this period: Net.Artists Alexei Shulgin, Heath Bunting, Olia Lialina, Vuk Ćosić and with contemporary artists Aram Bartholl, Paolo Cirio, James Powderly and Evan Roth from Free Art and Technology Lab and Graffiti Research Lab, Franco and Eva Mattes (0100101110101101.org), IRWIN, Franz West, Janez Janša, Johannes Grenzfurthner (monochrom), Carsten Nicolai, Minerva Cuevas, The Yes Men, Zhang Peili, Jodi, Miltos Manetas, Rafael Lozano-Hemmer, Trevor Paglen, Douglas Rushkoff, Lev Manovich, Olga Goriunova, Nicolas Bourriaud, Addie Wagenknecht, Aldo Chaparro, Melissa Logan (Chicks on Speed), Kevin Abosch, Auriea Harvey, Casey Reas, Knowbotic Research, Constant Dullaart, Damjanski, Donna Kukama, Echo Can Luo, Dragan Espenschied, Eric Paulos, Exonemom, Jan Robert Leegte, Jean Peters, Julia Scher, PSJM, Shimurabros, Shu Lea Cheang and Tamiko Thiel.",https://www.dieangewandte.at/institute/bildende_und_mediale_kunst/digitale_kunst,human-annotation:source-verification-2026-04-25
19,1,https://en.wikipedia.org/w/index.php?title=1980_NBA_Finals&oldid=1328484274,Not supported,v3,"The 1980 NBA Finals was dramatized in the Season 1 of HBO's Winning Time: The Rise of the Lakers Dynasty, which was based off the the book Showtime: Magic, Kareem, Riley, and the Los Angeles Lakers Dynasty of the 1980s by Jeff Pearlman.",https://www.nbcsportsboston.com/nba/boston-celtics/how-winning-time-1984-nba-finals-episode-compares-to-reality/553663/,human-annotation:source-verification-2026-04-25
7,1,https://en.wikipedia.org/w/index.php?title=Luther_Duncan&oldid=1328215050,Not supported,v3,"O'Neal, president of the American Farm Bureau, Duncan eventually secured passage of the Bankhead-Jones Act, which increased funding for resident teaching, agricultural research, and agricultural extension.","https://legal-resources.uslegalforms.com/b/bankhead-jones-farm-tenant-act#:~:text=The%20Bankhead-Jones%20Farm%20Tenant%20Act%20is%20a,land%20ownership%20among%20those%20who%20work%20it.",human-annotation:source-verification-2026-04-25
59,1,https://en.wikipedia.org/w/index.php?title=Adhesive_capsulitis_of_the_shoulder&oldid=1327909648,Partially supported,v3,"Other risk factors for developing adhesive capsulitis include the aforementioned thyroid disorders, prior shoulder surgery, hyperlipidemia (high cholesterol), cardiovascular disease, Parkinson's disease, obesity, osteoarthritis (especially of the shoulder), and evidence of systemic inflammation (elevated hs-CRP).",https://pubmed.ncbi.nlm.nih.gov/32379116,human-annotation:source-verification-2026-04-25
4,1,https://en.wikipedia.org/w/index.php?title=California's_55th_State_Assembly_district&oldid=1327688446,Partially supported,v3,"The district encompasses an area of roughly 84 square miles with a population of around 186,842 residents, reflecting the suburban communities in both San Bernardino County and adjacent regions.",https://censusreporter.org/profiles/97000US0608460-chino-valley-unified-school-district-ca/,human-annotation:source-verification-2026-04-25
7,1,https://en.wikipedia.org/w/index.php?title=Battus_polydamas&oldid=1326677984,Partially supported,v3,"However, it is most often found in open woodlands, along the edges of forests, or abandoned fields, and occasionally in gardens with their preferable host plants.",https://edis.ifas.ufl.edu/publication/IN219,human-annotation:source-verification-2026-04-25
6,1,https://en.wikipedia.org/w/index.php?title=Tere_Naam&oldid=1325708062,Not supported,v3,"The film was based on a real-life incident of a friend of Bala's, who had fallen in love, lost his mind, and ended up at a mental asylum.Considered as a cult classic , Tere Naam was released on 15 August 2003 and became a moderate box-office success, although its soundtrack album was a major success.",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/mujhe-itna-dar-laga-when-salman-khan-warned-fans-not-to-follow-his-tere-naam-character/amp_articleshow/122000709.cms,human-annotation:source-verification-2026-04-25
1,1,https://en.wikipedia.org/w/index.php?title=United_Records_(1910s)&oldid=1329073267,Not supported,v3,United Records operated during a period of rapid growth in the American phonograph record industry in the early 20th century.,https://www.nps.gov/jazz/learn/historyculture/jazz_history.htm,human-annotation:source-verification-2026-04-25
10,1,https://en.wikipedia.org/w/index.php?title=Flood_risk_assessment&oldid=1326597399,Supported,v3,"""If you live in an area with low or moderate flood risk, you are 5 times more likely to experience flood than a fire in your home over the next 30 years.""  Flood maps are a guide for people who live there. ",https://msc.fema.gov/portal/search?AddressQuery=11361,human-annotation:source-verification-2026-04-25
10,4,https://en.wikipedia.org/w/index.php?title=Shepherdia_canadensis&oldid=1325800703,Partially supported,v3,First Nations peoples believe that the berry has many health properties and it was used by Sioux to treat gastrointestinal illnesses.,"https://www.fs.usda.gov/database/feis/plants/shrub/shecan/all.html#:~:text=Introductory-,SPECIES:%20Shepherdia%20canadensis,most%20of%20the%20Great%20Basin.",human-annotation:source-verification-2026-04-25
6,1,https://en.wikipedia.org/w/index.php?title=Life-support_system&oldid=1326891263,Not supported,v3,"Future missions may use radiation-resistant fungi-derived paints, to coat the walls of spacecraft.",https://astrobiology.com/2020/07/a-self-replicating-radiation-shield-for-human-deep-space-exploration-radiotrophic-fungi-can-attenuat.html,human-annotation:source-verification-2026-04-25
32,1,https://en.wikipedia.org/w/index.php?title=F5ve&oldid=1325431127,Supported,v3,"On November 4, 2025, a reissue of Sequence 01 was announced, entitled as Sequence 01.5 (dreaming of the 2nd 1st impact - consequences of fate redux), which later released on November 14.",https://www.thelineofbestfit.com/news/a-g-cook-hannah-diamond-and-more-feature-on-f5ve-deluxe-album-sequence-01-5,human-annotation:source-verification-2026-04-25
42,1,https://en.wikipedia.org/w/index.php?title=Tiramisu&oldid=1325501566,Partially supported,v3,Previous historical uses of the term “mascarpone” may not have corresponded to the modern dairy cream produced by acid-heat coagulation of cream.,https://archivio2023-2024.ruminantia.it/il-mascarpone-artigianale-specialita-lombarda/,human-annotation:source-verification-2026-04-25
173,1,https://en.wikipedia.org/w/index.php?title=Final_Fantasy&oldid=1327055721,Not supported,v3,"As of 2025, the Final Fantasy series was won 10 awards at The Game Awards, more than than for any other video game franchise.",https://www.ign.com/articles/the-game-awards-2025-winners-the-full-list,human-annotation:source-verification-2026-04-25
15,1,https://en.wikipedia.org/w/index.php?title=Fireworks_policy_of_the_United_States&oldid=1327753390,Partially supported,v3,"This creates a new way for native areas to get extra revenue during periods of high demand for fireworks; however, due to the lessened restrictions on fireworks, it contributes to fires that are caused by fireworks, which reached 76.8% of total fires caused by fireworks during 1980-2016 .",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291026,human-annotation:source-verification-2026-04-25
27,1,https://en.wikipedia.org/w/index.php?title=Alaa_Salah&oldid=1325445970,Partially supported,v3,"These groups are fighting for gender equailty and continuing the ""women's revolution."" The Noon movement fought against the sexual harassment occuring during direct actions and created ""her space"" which was safe areas for women in sit-ins.",https://www.cmi.no/publications/7355-sudanese-womens-revolution-for-freedom-dignity-and-justice-continues,human-annotation:source-verification-2026-04-25
43,1,https://en.wikipedia.org/w/index.php?title=Barry_Keoghan&oldid=1325542083,Supported,v3,"In 2024, Keoghan publicly announced his relationship with Sabrina Carpenter, American singer and actress .",https://www.elle.com/culture/celebrities/a46398999/barry-keoghan-sabrina-carpenter-relationship-timeline/,human-annotation:source-verification-2026-04-25
2,1,https://en.wikipedia.org/w/index.php?title=Ramon_Berguer&oldid=1325854937,Supported,v3,"Berguer was born in 1940 in A Coruña, Spain.",http://galegos.galiciadigital.com/es/ramon-berguer,human-annotation:source-verification-2026-04-25
3,1,https://en.wikipedia.org/w/index.php?title=Mera_Shikar&oldid=1327831723,Partially supported,v3,"Her father (Rameshwar) wanted a son, but despite being a girl, Bijli was too hardworking and courageous.",https://bollymints.com/movies/mera-shikaar-1988,human-annotation:source-verification-2026-04-25
10,1,https://en.wikipedia.org/w/index.php?title=Peter_Cklamovski&oldid=1325102911,Partially supported,v3,"The following year, qualification was achieved for the FIFA 2018 World Cup but only after a grueling campaign, with the Socceroos finally clinching their place in the Finals after defeating Honduras 3–1 in the AFA/CONCACAF Playoff at Stadium Australia (Sydney) on 15 November 2017, where captain Mile Jedinak scored a superb hat-trick.",https://www.abc.net.au/news/2017-11-15/socceroos-v-honduras/9154548,human-annotation:source-verification-2026-04-25
69,1,https://en.wikipedia.org/w/index.php?title=University_of_California%2C_Irvine&oldid=1326736337,Partially supported,v3,It is managed as part of the Nature Reserve of Orange County and is used for field instruction and ecological research.,https://news.uci.edu/2024/03/28/take-a-walk-on-the-wild-side/,human-annotation:source-verification-2026-04-25
2,5,https://en.wikipedia.org/w/index.php?title=Graham_Craig&oldid=1325530156,Not supported,v3,"As of the 2025 season, Craig’s head coaching record at Valdosta State stands at 6–5.",https://en.wikipedia.org/w/index.php?title=Graham_Craig_(American_football)&oldid=1325528100,human-annotation:source-verification-2026-04-25
3,1,https://en.wikipedia.org/w/index.php?title=Combat_Zone_Wrestling&oldid=1329482180,Partially supported,v3,Combat Zone Wrestling (CZW) is an American independent professional wrestling promotion founded in 1999 by John Zandig.,https://lastwordonsports.com/prowrestling/2022/06/28/combat-zone-wrestling/,human-annotation:source-verification-2026-04-25
1,3,https://en.wikipedia.org/w/index.php?title=1973_Arab_League_summit&oldid=1329436269,Partially supported,v3,"The summit also called upon Israel to relinquish it's occupation of all territories taken after the Six-Day War of 1967, including Jerusalem.",https://www.palquest.org/en/historictext/21793/sixth-arab-summit-policy-statement,human-annotation:source-verification-2026-04-25
193,1,https://en.wikipedia.org/w/index.php?title=Ewing_Township%2C_New_Jersey&oldid=1329731974,Not supported,v3,"The current church building, dating from 1867, had been under threat of demolition but is now preserved.",http://www.nj.com/mercer/index.ssf/2009/08/church_rejects_restoration_off.html,human-annotation:source-verification-2026-04-25
42,1,https://en.wikipedia.org/w/index.php?title=Marjane_Satrapi&oldid=1326410990,Supported,v3,ISBN 9781936393466.,https://www.goodreads.com/book/show/12541221-the-sigh,human-annotation:source-verification-2026-04-25
5,1,https://en.wikipedia.org/w/index.php?title=Ohaozara&oldid=1326547268,Supported,v3,Trade and hunting further contribute to the economic life of the LGA.,https://www.manpower.com.ng/places/lga/259/ohaozara,human-annotation:source-verification-2026-04-25
